# File generated by CMD 2.7 (http://stev.oapd.inaf.it/cmd) on Tue Jun 16 10:08:47 CEST 2015
# Basic reference: Marigo et al. (2008, A&A 482, 883) 
# but applying the corrections from Case A in Girardi et al. (2010, ApJ 724, 1030) 
# + Bertelli et al. (1994, A&AS, 106, 275) for the Mi>7.0 Msun interval
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using OBC version of bolometric corrections as detailed in Marigo et al. (2008, A&A 482, 883) and Girardi et al. (2008, PASP 120, 583)
# BCs of Carbon stars derive from Loidl et al. (2001, A&A 342, 531)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: SSP integrated magnitudes
#	Z	Age		mbol    U       B       V       R       I       J       H       K
	0.0190	3.98e+06	-2.306	-1.082	-0.167	0.028	0.104	0.212	0.469	0.534	0.598
	0.0190	4.07e+06	-2.270	-1.053	-0.151	0.039	0.113	0.216	0.466	0.528	0.588
	0.0190	4.17e+06	-2.255	-1.018	-0.128	0.058	0.129	0.228	0.470	0.528	0.587
	0.0190	4.27e+06	-2.219	-0.980	-0.102	0.081	0.149	0.245	0.479	0.534	0.590
	0.0190	4.37e+06	-2.181	-0.931	-0.062	0.117	0.184	0.277	0.502	0.554	0.608
	0.0190	4.47e+06	-2.142	-0.883	-0.028	0.146	0.208	0.296	0.510	0.556	0.608
	0.0190	4.57e+06	-2.102	-0.810	0.063	0.238	0.300	0.388	0.598	0.638	0.687
	0.0190	4.68e+06	-2.065	-0.771	0.117	0.297	0.362	0.453	0.670	0.710	0.761
	0.0190	4.79e+06	-2.035	-0.729	0.172	0.354	0.420	0.512	0.725	0.758	0.807
	0.0190	4.90e+06	-2.004	-0.688	0.225	0.407	0.473	0.563	0.768	0.791	0.838
	0.0190	5.01e+06	-1.969	-0.655	0.270	0.452	0.515	0.602	0.795	0.804	0.846
	0.0190	5.13e+06	-1.931	-0.633	0.299	0.479	0.540	0.622	0.797	0.786	0.823
	0.0190	5.25e+06	-1.896	-0.628	0.302	0.477	0.532	0.606	0.757	0.723	0.752
	0.0190	5.37e+06	-1.861	-0.643	0.262	0.424	0.467	0.527	0.641	0.580	0.600
	0.0190	5.50e+06	-1.825	-0.660	0.181	0.311	0.333	0.362	0.409	0.312	0.317
	0.0190	5.62e+06	-1.787	-0.635	0.164	0.223	0.188	0.149	0.053	-0.129	-0.152
	0.0190	5.75e+06	-1.746	-0.607	0.236	0.256	0.174	0.076	-0.162	-0.466	-0.513
	0.0190	5.89e+06	-1.699	-0.649	0.152	0.190	0.125	0.046	-0.160	-0.451	-0.496
	0.0190	6.03e+06	-1.647	-0.657	0.076	0.105	0.039	-0.040	-0.236	-0.515	-0.560
	0.0190	6.17e+06	-1.590	-0.594	0.119	0.141	0.070	-0.015	-0.225	-0.513	-0.560
	0.0190	6.31e+06	-1.557	-0.575	0.113	0.131	0.057	-0.031	-0.244	-0.533	-0.582
	0.0190	6.46e+06	-1.524	-0.550	0.106	0.118	0.042	-0.049	-0.267	-0.558	-0.607
	0.0190	6.61e+06	-1.491	-0.519	0.098	0.104	0.027	-0.068	-0.294	-0.587	-0.638
	0.0190	6.76e+06	-1.457	-0.484	0.104	0.096	0.011	-0.091	-0.327	-0.621	-0.675
